flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_10),deposit(room_11),deposit(room_12),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),deposit(room_6),deposit(room_7),deposit(room_8),deposit(room_9),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,lgbt_preferred,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,single_room,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
18038030,,32 to 42,Yes,Now,,Yes,Yes,No,£250.00,,,,,,,,,,,,,"Beautiful double room to rent for up to 2 months in LGBTQIA+ House in Finsbury Park with 5 lovely housemates.The room has a king size bed, sit-stand desk, wardrobe and plenty of shelf and under-bed storage drawers. Bedding and towels can also be provided if you need.The house is a four-storey Georgian house with a large, shared living room with a TV (Netflix, Disney+, Apple TV etc.), a large kitchen, a dining room, laundry room (with washer and dryer), a full bathroom (with bath and shower) and a second toilet and a large patio and garden.You will be sharing with 5 lovely housemates and Bowie the (friendly) dog (not all of them will be around during these dates). We are all working professionals, who like to look after our home and maintain a peaceful, fun, clean and safe environment. It is not a party-house but we do enjoy the occasional dinner party, games night, movie night together.We have a cleaner every Monday (9am-12pm) which is included in the rent which helps to keep the general areas of the house clean but we expect each other to still clean up after ourselves in the day-to-day.The area is really lovely, with a lot of great coffee shops, pubs and parks close by.Ideally I am looking for a monthly rental but if you are interested in a weekly rental please let me know and we can discuss.",,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031882.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031881.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031883.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031884.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031907.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98031908.jpg""]","music, travelling, cooking, yoga, cycling, gardening, design, live music, festivals, education, parks, frisbee, slacklining",English,Yes,shared,Finsbury Park,,2 months,30,None,,,6,Available to all,LGBT household,,No,N4Area,House share,,£750 pcm,double,,,No,Yes,,,6,,
18036031,,,Yes,Now,No,Yes,Yes,No,£895.00,,,,,,,,,,,,,"Sunny, large Ensuite Double with large window overlooking large leafy garden in Friendly Family Home (N13 • Palmers Green) – Bills IncludedWe’re a warm, relaxed family of four (two lovely kids, 6 & 8). We’ve got a bright, good sized ensuite double room that looks out over our garden and green space towards the New river. We’re ideal for someone who enjoys the warmth of family life — with a quiet, private room that’s entirely your own space.  We want you to be as happy in our home as we are.The room:Sunny fully furnished double with large windows and view over the garden.Great ensuite facilities (recently decorated) with walk in shower, underfloor heating.There is additional space for a desk & chair should you wishFast Wi-Fi with a booster in the room means great connectivityWell-maintained house with a large private garden — perfect for coffee and generally chilling out.Full use of the kitchen, separate utility room, living room, and an extra reception / family roomParking is availableLocation & getting around:Great residential area close to green space including the adjacent New River Path. Broomfield Park is nearby, with sports and recreation facilities, lakes and boat pond amongst gardens and orchards. Broomfield Park is also a main cycle route on Green Lanes.Shops, coffee shops and restaurants and a local gym all within short walking distance.For drivers, we are well positioned for access to main road arterials (A406 North Circular Road and A10).Public transport:Nearby Palmers Green rail nearby for Great Northern trains to Finsbury Park & Moorgate.Quick buses to the Piccadilly line at Wood Green/Bounds Green (super handy)Regular local routes to Wood Green/Turnpike Lane and towards the CityCycling: our home is on TFL Cycling route C20We think our home is a welcoming base for those looking for a sense of community and something different from a soulless solo room. We are looking for a female housemate; Ideal if you want a good-sized room with your own private bathroom and a garden to unwind. Non-smoker please.  FYI: we do have a cat — friendly but independent and won’t want to be in your space",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/01/98014998.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/01/98014986.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/01/98014993.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297397.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297398.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297406.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297408.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297413.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/29/98297451.jpg""]",,English,,shared,Palmers Green,,None,,12 months,,,3,Available to all,,Yes,No,N13Area,House share,No,£895 pcm,double En suite,,,No,No,Palmers Green Station,0-5 minutes walk away,4,,
17397462,,30 to 50,No,Now,Yes,Yes,Yes,No,£890.00,,,,,,,,,,,,,"1 room available in our Stokey loft!£942 pm including bills.Huge warehouse conversion, two large open plan communal spaces, with great natural light and lots of plants!4th floor, 8 bedroomsWe are LGBT+ friendly.- Big rooms with big windows and lots of storage space- Your pick of a selection of colourful bathrooms!- Some pretty amazing sunsets as we're on the top floor- Cleaner once a week - £25 per month extraWe’re a mix of professionals who enjoy communal living in our Hackney warehouse conversionNot a party house but enjoy having dinner/drinks/movie nights together.We respect each others space and treat the house a homeLooking for someone chilled, friendly, clean and considerate personRoom available from 18th December. We are flexible for this to be a sublet - minimum 1 month or a permanent contract.No couples please.Room is unfurnished.Deposit is £890If you're interested please send us a message with a little bit about yourselfThanks!",No,,Unfurnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/74/92744219.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/74/92744220.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/74/92744218.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/74/92744221.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/74/92744217.jpg""]",,English,,shared,Stoke Newington,,None,30,1 month,,7,,Not suitable for students,LGBT household,No,Yes,N16Area,Flat share,No,£942 pcm,double,,,No,Yes,Stoke Newington Station,0-5 minutes walk away,8,,
17264126,,,,Now,No,,,,,,,,,,,,,,,,,"Available for short term lets.Weekly rentFully Furnished - 1 bed / Large Spacious Studio Flat - Located near Islington's popular Upper Street - N1All bills and broadband included in price.Recently refurbished this lower ground floor, studio apartment. Features bright and roomy accommodation with separate rooms giving the feel of a 1 bed. The property rooms include the hallway, kitchen and bathroom and dynamic living, working and sleeping area, unique inspirations to make this space function in the city. The flat is located in the heart of trendy Islington. Featuring views looking out on to private gardens.Modern furnishings and fittings featuring lots of internal storage, located in the centre of trendy Upper street. Fully double glazed throughout, GCH. The property is available to rent part furnished.- Central Islington location- Recently Refurbished- Private communal gardens- Walking distance to Angel (tube), Highbury & Islington (tube) & Essex Road (Overground)- Separate bathroom (fitted with bathtub and shower)- Separate Hallway- Separate Kitchen- Lower ground floorAll inclusive including all bills & virgin TV and Broadband Package.",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/69/91695629.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/69/91695608.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/69/91695609.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/69/91695610.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/69/91695628.jpg""]",,,,own,Angel,,2 months,,None,,,,Available to all,,No,Yes,N1Area,"Flat
        
        to rent",No,,,£500.00,,,Yes,Angel Station,0-5 minutes walk away,,,
14889988,,25 to 40,No,Now,,Yes,Yes,No,£925.00,,,,,,,,,,,,,"This recently renovated modern accommodation is perfect for those who are looking for a prestige, calm, clean and spacious environment!The double room is available now however the ensuite is available in December.This is a home for working professionals who are mature and tidy as evidenced from the pics. The long term tenants really do enjoy and look after the space.A great opportunity to live in an immaculate setting not to be missed as rooms in this accommodation rarely become available as tenants remain long term 3-5 years however one tenant has now purchased their own property and another is relocating out of LondonThe new kitchen benefits from a large open planned area with a breakfast bar.It’s also VERY important that people are mature, clean, tidy and considerate of others.Other benefits include*USB sockets throughout*New kitchen*New furniture*New flooring and paintwork*New bathrooms*Modern decorThe rent includes gas, electric, council tax, water and high speed broadband.Please get in touch by leaving a TEXT message or a message here.Many Thanks",,,Furnished,,,"1 Female, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/06/92065435.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/06/92065451.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/06/92065449.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/06/92065475.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/06/92065488.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98125426.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98125430.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208423.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98285454.jpg""]",,,,shared,London N17,,None,22,1 month,British,4,,Available to all,,,No,N17Area,Flat share,,£800 pcm,(NOW LET),,,No,No,,,5,,
18075412,37,,No,17 Jan 2026,Yes,No,No,No,£975.00,,,,,,,,,,,,,"Bright Double Room in Warm, Spacious Home – 5 mins from Tottenham HaleA bright and generously sized double bedroom will be available from 17 January, as my current flatmate is moving out to buy her first home. The room comes furnished with a double bed, a lovely vintage wardrobe, and built-in shelving, making it perfect for someone who wants both comfort and character.The HouseThis is a warm, well-lit 3-bedroom house with plenty of space to relax. You’ll share a cosy living room ideal for unwinding after work, and a well-equipped kitchen with lots of room for cooking plus a dining table for meals or laptop time. We also have Community Fibre broadband for fast, reliable internet.There’s a private garden, great for having your morning coffee, reading, or getting fresh air.LocationWe’re exceptionally well connected:5–6 minutes to Tottenham Hale stationVictoria Line into the cityOverground to Liverpool StreetStansted Express – 35 mins to the airport10 minutes to Bruce Grove5 minutes to Tottenham Retail Park with supermarkets, cafés, gyms, shops, and restaurantsThe house is also very close to the canal, marshes, and local reservoirs; perfect for walks, running, or nature lovers.About MeYou’ll be sharing with a 37-year-old working professional and part-time counselling student. I’m clean, easy-going, and enjoy dancing (I organise dance events), music, cooking, hiking, and travelling. This is not a party house, but I’m always happy to share a chat, a drink, or a relaxed evening in while still keeping the vibe peaceful and respectful.About YouI’m looking for a friendly, considerate professional. Ideally someone who works on-site or has a hybrid routine (I work from home one day a week myself).Smoking or vaping is totally fine; just outdoors in the garden.Most importantly, I’m hoping to find someone who feels like the right fit and will enjoy the calm, welcoming atmosphere of the home.",,,Furnished,,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377978.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377976.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377975.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377979.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377980.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98378129.jpg""]","music, travelling, cooking, art, socialising, food, yoga, hiking, gaming, dancing, netflix, wine, nature, culture, spirituality",English,,shared,Tottenham Hale,,None,29,12 months,,,1,Available to all,,Yes,No,N17Area,House share,,£975 pcm,double,,,No,No,,,3,,
18073233,,,,Now,,Yes,Yes,Yes,£500.00,,,,,,,,,,,,,"Short-term let of my lovely one-bedroom garden flat available for a couple of months while we’re away.This is a perfect base for professionals relocating to London looking for an interim place, or longer-stay visitors looking for a home-away-from-home.It’s available mid-December to February. Flexible with the end-date.3-mins walk to Stoke Newington Station and a very short stroll to beautiful Abney Park and Church Street.Key Features:Entire garden flatFully furnishedFast fibre optic broadband, washing machineMid-December to February (Flexible end-date)Super handy transport links into the City (14 mins overground to Liverpool Street, 6 mins to London Fields or Seven Sisters/Victoria Line)Big supermarket (Morrisons) one block awayAll Bills Included",,,Furnished,,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333643.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333650.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333652.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333655.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333657.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333666.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98333668.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417348.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417347.jpg""]",,,,No,Stoke Newington,,2 months,28,1 month,,,,Not suitable for students,,,No,N16Area,Flat share,Yes,£480 pw,double,,,,No,,,,,
18057423,,24 to 30,No,17 Jan 2026,Yes,No,Yes,No,£550.00,,,,,,,,,,,,,"Hi there,Looking for someone who can take my room after 19th of January. First month half price! (Since I have a notice, but would like to move out earlier)Monthly rent is only £580We have a dish washer, shared lounge where we'll often be on weekday evenings - we have a good sized TV with a Roku and enjoy watching a Netflix. We have a generously sized garden and have been known to host a few barbecues when the weather allows :)The monthly rent is £580 and bills total around £140 per month which includes a fortnightly cleaner.The house is a 6 minute walk from Bounds Green underground Station and 9 minutes walk to Bowes Park mainline station - it's around 30 minutes to central London on public transport and has free on street parking.Drop me a message if you have any questions :)P. S. LGBTQ+ friendly🌈",,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/40/98406390.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/40/98406388.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/40/98406389.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204944.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204946.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204945.jpg""]","music, travelling, reading, sports, art, films, cinema, photography, theatre, outdoors, languages, literature, culture",Mixed,,shared,Bounds Green,37,None,22,None,,,3,Not suitable for students,LGBT household,Yes,No,N11Area,House share,Yes,£580 pcm,double,,,No,No,,,4,,
17655172,54,,No,01 Jan 2026,Yes,Yes,Yes,No,£950.00,,,,,,,,,,,,,"Stylish Penthouse Apartment with Roof Garden | Mon-Fri✨ Large double room in vibrant area ( Restaurants and Cafes)✨ 3-4 min walk to Northern Line✨ 40 min commute to Bank✨ Open-plan living with modern amenities✨ Use of all amenities & own bathroom✨ Occasional weekend stays possible✨ Secure parking available✨ One other resident (Owner)✨ 30+ years preferred.✨ Available April 2025 - Viewings now!Transport nearbyNorthern line and also Night Bus routes outside apartment to City and West end.Describe your neighbourhood hereVillage Living, parks in near vicinity and 4 golf courses in walking distance, lovely area with over 20 restaurants and cafes, Al Fresco dining during summer months, 24hr Boots Chemist , Waitrose and Marks all 3-5 mins walk.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815038.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94819199.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94819212.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815077.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815044.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815058.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815051.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94815066.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/81/94819104.jpg""]","travelling, cooking, sports, socialising, films, food, cinema, gaming, fitness, tv, netflix, pubs, design, eating out, exercise",English,,shared,Totteridge and Whetstone,60,None,30,6 months,,1,,Not suitable for students,,Yes,No,N20Area,Flat share,Yes,£950 pcm,double,,,No,No,Totteridge & Whetstone Station,0-5 minutes walk away,2,,
18082968,,,,01 Jan 2026,,,,,,,,,,,,,,,,,,"3 Bedroom flat in an incredible location in Old Street/Hoxton for £3100 excluding bills.*Please note the landlord insists on keeping one room a communal living room lounge. Requests to repurpose this as a 4 bedroom without a lounge will be rejected.This flat is a ground floor flat with access to a communal private ""garden/outdoor area"". Plus you have the extra benefit of the front door patio/outside area too.Flat sits within a gated car park so it's very secure. Neighbours are a lovely mix of young professionals, families and retirees. Everyone is very friendly and bonus lots of them have friendly dogs which are a joy to bump into.TRANSPORT:It has brilliant transport links to Old street station (10 minute walk) and Hoxton station (5 minute walk) along with plenty of bus routes in walking distance.NEIGHBOURS & THE AREA:Really vibrant area with loads of great parks (Shoreditch Park/Hoxton Square) nearby and not far from the canal if you enjoy a stroll by the water. Loads of great cafes and restaurants, it's within walking distance from Columbia road flower market, and some awesome bars like Ballie Ballerson, Blues Kitchen, the Breakfast Club. Plenty of other fun stuff too if you're not into the night life. Lots of convenient stores like Iceland and Poundland a stone throw away.PARKING:As mentioned, the flat sits parallel to a gated car park. The flat doesn't have a designated parking spot, but you can apply for a parking disc with the council and parking is first come first served.THE FLAT:Furnished.Each bedroom comes with a bed, chest of of drawers, and the larger rooms have standalone wardrobes.Living room has couch, chest of drawers and small eating tableThere is one toilet and a separate bath/shower room.There are 3 cupboards/storage closets in this flat so plenty of storage space.Monthly rent: £3,100Deposit: £3576Deposit + 1st months rent to be paid before move in date.References required.Bills not included. Tenants must pay for gas, water, council tax, and broadband.To give you a previous indication of bills, the previous tenants roughly paid around +- £310 per monthCouncil tax +- £150Water +- £55Electricity/gas +- £75Broadband +- £30Landlord is looking for tenants under one contract rather than individual room contracts.Ideally looking for a 12 month (minimum) contract with a 6 month break clause (means you may be liable to find a replacement if you decide to leave before 6 months, after 6 months you just need to give 1 months notice).Possibly the best thing to mention is the amazing landlord. She is really considerate and reactive to her tenants needs!If you're interested please drop me a note, let me know a bit about you and when you're looking to move. Look forward to hearing from you!",,"£1,033 pcm",Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418030.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418029.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418032.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418031.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418033.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418027.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418034.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418028.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418035.jpg""]",,,,own,Hoxton,,None,,12 months,,,,Available to all,,Yes,No,N1Area,"Flat
        
        to rent",,,,"£3,576.00",,,No,,,,,
17515024,24,,No,01 Jan 2026,Yes,Yes,No,No,£950.00,,,,,,,,,,,,,"A delightful double room offered in a lovely two bedroom flat near Broomfield Park and Palmers Green Rail Station. Available to move 1st of January, the flat is in the first floor of a converted Edwardian building. It is five minutes far from Palmers Green Rail Station. The local area also has also plenty of shops, bars and restaurants within walking distance.",,,Furnished,,Yes,Female,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/66/93662849.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/66/93662850.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/66/93666544.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/66/93666543.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/65/93652821.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/65/93652822.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/65/93652824.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/65/93652825.jpg""]",,,,shared,London N13,,None,,6 months,Greek,1,,Available to all,,,No,N13Area,Flat share,Yes,£950 pcm,double,,,No,No,,,2,,
18058537,,,No,Now,,Yes,Yes,No,£400.00,,,,,,,,,,,,,"A  new  room  is  available  for  rent  in  Wood  GreenN22Close  to  shops,  bus  stations  and  other  facilities",,,Furnished,,Yes,2 Females,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98284674.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98284675.jpg""]",,,,No,Wood Green,,None,19,3 months,,,2,Available to all,,,No,N22Area,House share,,£800 pcm,double,,,Yes,Yes,,,6,,
16745295,,,Yes,Now,No,Yes,Yes,No,£575.00,,,,,,,,,,,,,"Single  room  furnished  available  from now   near Edmonton county school/  winchmore  secondary  school.  N99JZ   check  the  post  code,   if  location  OK  then  contact  to  me ASAP. Near Edmonton Green train station.I have a single room £575 AndDouble room £900 for month .Only one room rent for female preferred.NegotiableTwo female only living here. So super quiet 4 bed family house. Separate WC.If you have any enquiries don’t Hasitate to ask .Thanks",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/95/97951734.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/95/97951736.jpg""]","cooking, reading, food, walking, cinema, eating out",Mixed,,No,Winchmore Hill,,None,,None,,,2,Available to all,,Yes,No,N21Area,House share,Yes,£575 pcm,single,,,No,No,Edmonton Green Station,5-10 minutes walk away,3,,
17662642,44,,No,Now,Yes,No,Yes,No,"£1,000.00",,,,,,,,,,,,,"A bright and peaceful room located in one of Islington’s most desirable residential areas. Nestled on a quiet street, the room offers a calm and relaxing atmosphere—perfect for professionals or students seeking a restful space to unwind.The property is within walking distance of both Angel and Highbury & Islington stations, providing excellent transport links while maintaining a sense of tranquility. Surrounded by charming cafés, local shops, and green spaces like Highbury Fields, the location strikes the perfect balance between convenience and calm.The room is fully furnished and well-lit, with access to a shared garden—ideal for reading, relaxing, or enjoying a cup of tea outdoors. The flat is quiet, well-maintained,",,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880343.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880336.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880341.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880342.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880337.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880340.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880335.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880339.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/88/94880338.jpg""]","running, cycling, swimming",English,,shared,Angel,50,None,20,None,,1,,Available to all,,,No,N1Area,Flat share,Yes,£900 pcm,double,,,No,No,,,2,,Yes
18058088,,,,Now,No,,,,,,,,,,,,,,,,,"Rent: £1,300 pcm (bills not included)Location: N17 – excellent transport linksAvailability: ImmediatelyPreferred tenant: Single professionalManaged by: Panorama Letting Agent⸻🏡 About the StudioA beautifully refurbished self-contained studio flat in the heart of N17.Ideal for a single professional looking for a clean, modern and private space.The studio is compact but finished to a very high standard throughout.⸻🍽 Kitchen Area•	Modern fitted kitchen•	Oven, hob & extractor•	Fridge freezer•	Plenty of cupboard storage•	Stylish grey cabinetry⸻🚿 New Luxury Bathroom•	Walk-in shower•	Marble-effect tiles•	Black fixtures•	Heated towel rail•	Fully refurbished to a high standard⸻🌟 Features•	Bright open-plan living space•	Fully electric heating•	Spotlights throughout•	Wooden flooring•	Private entrance•	Freshly decorated⸻📍 LocationLocated close to:•	Seven Sisters Station•	Tottenham Hale•	Bruce Grove•	Bus routes & local shops•	Gyms, supermarkets & parksExcellent links to Central London.",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98203328.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98203330.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98203329.jpg""]",,,,own,Tottenham,,None,,6 months,,,,Available to all,,No,Yes,N17Area,"Flat
        
        to rent",Yes,,,"£1,300.00",,,Yes,Bruce Grove Station,5-10 minutes walk away,,,
18079514,,,No,15 Jan 2026,No,Yes,Yes,No,£400.00,,,,,,,,,,,,,"A bright and spacious double room available in a friendly 5-bed house share, located very close to Turnpike Lane Station (Piccadilly Line – Zone 3). Excellent transport links and all shops, cafés and supermarkets just around the corner.⸻🛏️ The Room•	Large double room with good natural light•	Fully furnished (bed, wardrobe, drawers, table/chair)•	Quiet and private, ideal for working professionals•	Ready to move in from 15 January⸻🏠 The House•	Clean and fully equipped kitchen•	2 bathrooms (bath + separate toilet)•	Sharing with 4 friendly and respectful housemates•	Professional cleaner every 2 weeks for common areas•	High-speed internet•	All bills included (Council Tax, Gas, Electric, Water, Wi-Fi)⸻📍 Location•	2–3 minutes walk to Turnpike Lane Underground Station•	Bus routes 29 / 41 / 67 / 230 right outside•	Close to Green Lanes, Wood Green Shopping Mall, and local supermarkets•	Safe and well-connected area⸻💷 Rent•	£730 per month – All Bills Included•	Deposit required (standard protection scheme)⸻👤 Ideal TenantA clean, working professional who is respectful and easy-going.No couples, sorry.",No,,Furnished,No,No,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387298.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387293.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387295.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387294.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387297.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98387296.jpg""]",,,,shared,Turnpike Lane,,None,,6 months,,4,,Available to all,,No,No,N8Area,Flat share,Yes,£730 pcm,double,,,No,Yes,Turnpike Lane Station,5-10 minutes walk away,5,,
18074993,,,,Now,No,,,,,,,,,,,,,,,,,"A nice, newly refurbished studio is available for rent in Tottenhamavailable for a couple as well3 min walk to the overground station and necessary amenitiesBed can be provided",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355681.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355680.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355682.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355683.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355684.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355685.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98355686.jpg""]",,,,own,White Hart Lane,,None,,3 months,,,,Available to all,,No,No,N17Area,"Flat
        
        to rent",No,,,"£1,300.00",,,Yes,White Hart Lane Station,0-5 minutes walk away,,,
