flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),deposit(room_6),deposit(room_7),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,lgbt_preferred,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,single_room,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
17537318,,28 to 43,No,09 Jan 2026,,Yes,Yes,No,£500.00,,,,,,,,"Hello , We will have a En-suite room for rent from 9th of January 2026.All bills included!Rent : £1200Deposit: 500If you looking for a room to move in soon please text us a message about yourself and move in date preference and then we can arrange the viewing. Please don’t write if room is still available because it’s available if you still read this ad.Looking forward for nice flatmate:))BestsMaka",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836132.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836133.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836134.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836135.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836138.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836136.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836137.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/83/93836139.jpg""]","music, art, theatre, fitness, netflix, coffee, guitar, computer games, vegetarian, healthy eating, software development",,,No,Hammersmith and Fulham,50,None,22,6 months,,2,,Available to all,,,No,W6Area,Flat share,,"£1,200 pcm",double En suite,,,No,No,,,3,,
5822626,,,No,Now,Yes,Yes,Yes,No,£500.00,,,,,,,,"This is a great house in a good location with good transport links.  Opposite a large, green open space with open air gym.2 mins walk to East Acton central line tube - zone 2.20 minutes walk from Imperial RCA at White City or one stop on tube2.5 miles from Thames Valley, Ealing Campus3.4 miles from Imperial College4.4 miles from University of WestminsterClose to Westfields Shepherds Bush. Also close to Notting hill Gate, South Kensington.The roomsbuilt-in wardrobes desk chair double bed bedside cabinetBILLS ARE INCLUDEDAmenitiesWIFIwashing machine dryerdishwashersecure bike shedgarden back and front",No,,Furnished,No,Yes,"1 Female, 1 Male","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765307.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137142.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765301.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137144.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765283.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765288.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137145.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/21/98218399.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/21/98218400.jpg""]",,,,shared,London W12,60,None,21,1 month,,,2,Available to all,,No,No,W12Area,House share,No,"£1,000 pcm",double,,,No,No,East Acton Station,0-5 minutes walk away,3,Imperial College London (South Kensington Campus),
18083956,,,No,07 Jan 2026,Yes,Yes,Yes,Yes,£0.00,,,,,,,,"Hi There, PLEASE READ THE FULL DESCRIPTION!Live in London Bridge – Perfect for Students and Young Professionals!Experience the vibrant lifestyle of Central London in the bustling area of London Bridge! This is an ideal location for students and young professionals who want to enjoy a variety of local pubs, restaurants, and nightlife.Location:The flat is conveniently situated near London Bridge stations. With excellent bus connections available day and night, you’ll have easy access to all corners of London.The Apartment:This beautifully refurbished apartment offers a welcoming environment to share with a maximum of two other tenants.Room Available:Room 1: £360 per week - En-suite Double room with balcony couples are welcome  - 1,560£ per monthWe offer:Unlimited WiFiCouncil Tax includedAll bills managed (electricity and gas are not included)Fully furnished rooms and kitchen24/7 maintenance supportDeposit protected by DPSDeposit Information:To qualify for a zero-deposit option, you must earn 2.5 times the yearly rent (e. g., for a £1,538 monthly room, an income of £46,000+ is required). A credit check and proof of full-time employment (the latest three payslips and the last three months of bank statements) are necessary. Students will need to pay a five-week deposit, protected under the Mydeposits scheme.Don’t miss out on this fantastic opportunity to enhance your London experience! Contact me on WhatsApp for further information or to arrange a viewing.Kind Regards,",No,,Furnished,No,No,2 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426064.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426063.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426066.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426065.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426067.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426071.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426070.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98426069.jpg""]",,,,No,London Bridge,,None,,None,,2,,Available to all,,No,No,SE1Area,Flat share,Yes,£360 pw,double,,,No,Yes,London Bridge Station,0-5 minutes walk away,3,,
17142730,,18 to 55,Yes,Now,No,Yes,Yes,No,£250.00,,,,,,,,"Single room in E11 to rent to a female professional.Available 7 days a week @ £670 pcmORMonday to Friday only @ £550 pcmRoom available from 15/1/26 (Flexible)The room is cosy with a large built-in wardrobe with shelf above. Ikea ‘Hemnes’ bed, which has three large drawers providing lots of storage. Foldable computer desk with chair, and fast Wi-Fi (included). Large window giving plenty of natural light, with room facing back garden.Bathroom (shared with 1 other female) with shower and bath. Use of kitchen.The house is a modern, three floor end-of-terrace, right next door to a lovely park and on a small, quiet and friendly 5yr old estate.We are a happy and easy-going family of three with a teenage daughter (17), and a cat. Mixed English & Italian family. We both work from home most days, so would ideally suit professional female who works elsewhere during the day.Leyton (Central line) 8 min, Maryland (Elizabeth Line) 18 minLeytonstone High Rd (Overground) 15 minPlenty of bus routes nearby.",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720895.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720896.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720906.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720914.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720916.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720935.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/35/94353006.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/72/90720948.jpg""]",,Mixed,,shared,London E11,55,12 months,23,4 months,English,,3,Available to all,,No,No,E11Area,House share,No,£670 pcm,single,,,No,No,Leyton Station,5-10 minutes walk away,4,,
13924747,36,,No,Now,Yes,No,No,No,£750.00,,,,,,,,"I am looking for a flatmate to share a two bedroom two bathroom flat in south east London. A good sized double bedroom is available with exclusive use of the the main bathroom (other room has an en suite), and joint use of large lounge area that extends through to the kitchen.The flat is located on a hill with stunning views across central London (including the new years fireworks). There is a bus directly outside that runs between Lewisham and Brixton (P4) and it is just a 5 minute walk away from Honor Oak Park overground station (Zone 3) with direct links into London Bridge(30 mins), London Victoria, and Canada Water.The flat is very well located for easy walking access to East Dulwich, Peckham Rye Park, and Forrest Hill.Quiet residential area with lots of nearby green spaces and only a few minutes away from the Horniman Museum. Good supermarkets available within walking distance both in Honor Oak and Forrest Hill .Originally unfurnished, bedroom furnishings negotiable with existing tenant, shared spaces furnished.I am a 36 year old male professional working in the Civil Service. Non-smoking, enjoys baking and board games.Prospective tenant will need to go through standard checks with letting agent.Welcome any and all esquires, looking to find someone to move in ASAPPlease note the photos are of the previous tenants' furniture.",No,,Unfurnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918198.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918201.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918207.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918210.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918213.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918216.jpg""]",,English,,shared,London SE23,,None,,12 months,British,1,,Available to all,,No,No,SE23Area,Flat share,Yes,£800 pcm,double En suite,,,No,No,Honor Oak Park Station,0-5 minutes walk away,2,,
18070861,,23 to 38,No,15 Dec 2025,No,Yes,Yes,No,£600.00,,,,,,,,"Warehouse Mezzanine Room with Horizon views and yoga space up for sublet. Big shared living space, and large kitchen. Sharing with 11.6 December till the end of Jan.If Mezz not preferred can put the mattress in the yoga space.",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312869.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312866.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312867.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312868.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312870.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312871.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312873.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312894.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312893.jpg""]","music, theatre, gigs, the arts",English,,shared,London N15,40,2 months,20,2 months,South African,10,,Available to all,,Yes,No,N15Area,Flat share,No,£200 pw,double,,,No,Yes,Manor House Station,5-10 minutes walk away,2,,
17942083,,,,Now,Yes,No,No,No,"£1,050.00",,,,,,,,"Hello! 👋We have a cosy en-suite room available in a newly refurbished house on a quiet cul-de-sac in South Ealing, right by the beautiful Gunnersbury Park! This modern home is perfectly located for easy access to multiple stations ✨The house is situated in a well-connected neighbourhood with plenty of shops, cafés, and gyms nearby. It's the perfect place to settle in and explore.👏THE HOME 🏡This spacious five-bedroom house is thoughtfully spread over three floors, designed with comfort in mind. It features two kitchens with all appliances and utensils ready to use, along with a dining table - ideal for meals and socializing.🥂Each room has it's own bathroom with a shower, sink, and toilet - so no need to share with anyone 👌Outside, there’s a tidy private garden, perfect for BBQs, outdoor dining, or simply enjoying the sunshine. ☀️🍖THE NEIGHBOURHOOD 🏘️You'll be perfectly positioned for easy travel and local convenience. A quick 10–15 minute walk gets you to South Ealing Station on the Piccadilly Line, providing direct trains to Heathrow, Hammersmith and Central London. Excellent bus links are also available across West and Central London. 🚇Everything you need for daily life is within easy reach, including Tesco, Sainsbury's Local, and a variety of large supermarkets at Ealing Broadway. 🛒🛍️When you need a break, you'll love having Gunnersbury Park just a short stroll away - the perfect spots for some fresh air and relaxation.🌳😌THE ROOM 🛏️A cosy and well-designed room, fully furnished with a small double bed (with storage) and a wardrobe. The room includes a separate private bathroom exclusively for your use. For convenience, a kitchen is located on the same floor, which you will only share with one other housemate! 🌟THE HOUSEMATES 👩‍💼👨‍💼You’ll be sharing the house with four other young professionals in their 20s–30s and likely similar to yourself. The atmosphere is sociable yet respectful, and you’ll have the opportunity to meet everyone before moving in. 💯THE BILLS 💷The bills include gas, electricity, water, council tax, superfast broadband, TV license, bi-weekly cleaner, and in-house maintenance service to swiftly deal with any issues that may come up. The bills come to £100 per month (in addition to the monthly rent), and they are all managed for you by us.👍THE TEAM 👩‍💼👨‍💼We’re a boutique property company dedicated to creating homely and sociable house shares in London. We personally meet and select tenants to ensure the right house dynamic.We are not an agency, more like a professional landlord, so there are no commissions or fees. 👏💬 If you'd like to see the room, please let me know what time works best for you, and we'll get your viewing arranged. 🗓️Many thanks,Neri",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414559.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414558.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414569.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414557.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/27/98275728.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414556.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/27/98275746.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/27/98275748.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414554.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414584.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/27/98275744.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98414555.jpg""]",,,,No,South Ealing,35,None,22,12 months,,,,Not suitable for students,,Yes,No,W5Area,House share,Yes,"£1,100 pcm",(NOW LET),,,,No,South Ealing Station,5-10 minutes walk away,,,
18051468,,25 to 45,No,Now,Yes,Yes,Yes,No,£500.00,,,,,,,,"A fantastic double room, fully furnished, with all new furniture and which has just beeb repainted, is available now in a friendly flat-share near Barnes Station. Short term let's are considered.You would be sharing with long-term, professional flatmates and sharing the living room, kitchen and two bathroom units (separate toilet). The property is well maintained and has a nice, homely environment.Everything is exactly like the pictures, if not better, and you have convenient access to Barnes Station and local buses taking you towards Putney, Hammersmith, Sheen and beyond.All bills are included, with fast fibre optic wifi and also includes council tax too.",,,Furnished,,,"1 Female, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145693.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145690.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145692.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145691.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145720.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145718.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145719.jpg""]",,,,shared,Roehampton,50,None,21,3 months,,3,,Available to all,,Yes,No,SW15Area,Flat share,Yes,£690 pcm,double,,,No,No,,,4,,
17923545,,22 to 33,No,28 Dec 2025,No,No,No,No,£900.00,,,,,,,,"Spacious double room available just steps from Hackney Central Station, perfectly located in the heart of Hackney. You’re surrounded by great cafes, shops, parks, and nightlife, with excellent transport links to central London.You’ll be sharing with 3 easy-going flatmates in a relaxed, respectful household. Ideal for someone friendly, clean, and looking for a comfortable spot in a vibrant area.Available ASAP for viewings.Utility bills are around 80-100£ per month.Look forward to meeting you :)",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091493.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091488.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091489.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091492.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/36/98368551.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/36/98368552.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091485.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091486.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091487.jpg""]",,English,,shared,Hackney,40,None,20,3 months,,,3,Available to all,,No,No,E8Area,House share,No,£900 pcm,double,,,No,Yes,Hackney Central Station,0-5 minutes walk away,4,,
13696933,,20 to 40,No,13 Dec 2025,No,Yes,Yes,Yes,£750.00,,,,,,,,"A super large room with its own garden for a couple, exactly like the photos , in Zone 2, close to transport, large supermarkets and shops 🍓The flat is located across from tranquil open spaces of Burgess Park. 9 minutes walk through the park to Tesco superstore and several other large shops, 12 minutes walk to ASDA superstore.20 to 40 minutes bus ride to various Central London locations including London Bridge, Westminster, Trafalgar Square, Piccadilly Circus, Oxford Circus... 4 minutes walk to bus stop.Everyone living here is tidy and considerate of others. 2 bathrooms, Large kitchen, front yard for keeping bicycles, and fast Internet.💰 Flexible term, the rent is discounted until March, £20 per week more afterwards. Couples are welcomed for an extra £30 per week. All bills and Council Tax are included in the rent. No agency, no fees.",No,,Furnished,No,Yes,4 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/66/66/66664789.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/30/92304744.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/84/93849859.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/66/66/66664858.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/66/66/66664861.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/66/66/66664864.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/66/66/66664867.jpg""]",,,,No,London SE15,55,None,18,None,,4,,Available to all,,Yes,No,SE15Area,Flat share,Yes,£220 pw,double,,,No,No,,,5,,
17685062,,,,Now,Yes,Yes,Yes,Yes,,"£1,195.00","£1,250.00",£895.00,,,,,"We are excited to present three luxurious rooms available in a highly sought-after development along the picturesque bend of the River Thames. Located in one of Canary Wharf's premier riverside destinations on trendy Narrow Street, these rooms offer immediate access to the finest dining and entertainment options, including renowned establishments by Gordon Ramsay and Sir Ian McKellen.Nestled in the tranquil area of Limehouse, this location is perfect for commuters working in Canary Wharf and the City of London, with Limehouse DLR and West Ferry stations just a short distance away.**Available Rooms:**1. Beautiful Ensuite Room (available 30th Nov)Bathroom with a spacious layout and walk-in wardrobe, fully furnished with excellent additional storage.2. Large Double Room:- Perfect for single occupancy, boasting a cozy and comfortable bed for a restful night's sleep.Amenities Include:- Fully integrated kitchen with modern appliances- Free broadband- Parking available- Kingsize Room with TV- Washing machineLocation:- 0.1 miles to West Ferry- 0.3 miles to Limehouse- 0.3 miles to Canary WharfAll bills are included in the rent, making this an excellent opportunity for hassle-free living.Don’t miss out—contact us as soon as possible to secure your spot, as these rooms will go quickly!",Yes,,Furnished,Yes,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074407.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074400.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074401.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074406.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074404.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074403.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074405.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074402.jpg""]",,,,No,Canary Wharf,,36 months,,2 months,,,,Available to all,,Yes,No,E14Area,Flat share,,"£1,195 pcm",double En suite,,,,Yes,,,,,
18075233,,,No,Now,No,Yes,Yes,Yes,,£0.00,£0.00,£0.00,,,,,"3 large double rooms available now in the modern and dynamic area of Canary WharfExcellent location just 2 minutes walk from Limehouse Dlr Station! You can get to the city in less than 10 minutes.Easy and quick connection to central London!There are plenty of nearby amenities such as shops, supermarkets, cafes, gyms and restaurants!GET IN TOUCH FOR MORE PICTURES, VIDEOS AND INFOS ABOUT THE PROPERTY!Terms and conditions:Water, Wi-Fi and Council tax includedGas and Electricity not includedMaintenance includedComplimentary monthly cleaning service includedZERO deposit available subject to eligibilityWarm Regards,Francesco (English, Spanish, Italian and French speaker)",No,,Furnished,No,No,"1 Female, 1 Male","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350417.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350418.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350455.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350416.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350428.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350440.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350441.jpg""]",,,,shared,Canary Wharf,,None,,None,,2,,Available to all,,No,No,E14Area,Flat share,Yes,£190 pw,double,,,No,Yes,Limehouse Station,0-5 minutes walk away,5,,
18030882,,,No,Now,No,Yes,Yes,No,,£825.00,£850.00,,,,,,"We are pleased to offer two bright and comfortable double rooms in a 3-bedroom flat located near Canada Water.The flat is shared in total with two others.Property Features:-1 spacious double bedroom available-Shared kitchen and bathroom and an additional separate toilet-Fully furnished-Bills includedNearby transport links with easy access to local shops and amenitiesLocation:Situated in a quiet road, walking distance from Rotherhithe and Canada Water stations.",No,,Furnished,No,Yes,Male,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971594.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971596.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971621.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971618.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971600.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971592.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971593.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971597.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/97/97971595.jpg""]",,,,No,Canada Water,45,None,18,6 months,,1,,Available to all,,No,No,SE16Area,Flat share,Yes,£825 pcm,double,,,No,Yes,Canada Water Station,5-10 minutes walk away,3,,
18030610,,,,14 Dec 2025,No,No,No,No,,"£1,153.00","£1,153.00","£1,153.00","£1,153.00","£1,096.00",,,"EXCEPTIONALLY LARGE, amazing (150 SqM) maisonette in the heart of Putney. Available to rent whole or as individual rooms.This unique, perfect social maisonette is bigger than a lot of houses. Both Rail and Tube (zone 2) are around 10 minutes walk away as are the great amenities of Putney High Street with many restaurants, coffee shops, pubs, clubs, gyms, shops, library as well as parks and the river Thames with Uber River Boats on your doorsteps. 24/7 buses are around the corner.All five very large double bedrooms have full width windows and lots of natural light. They are peaceful, very private and very specious with double beds, chest of drawers, lots of storage, plenty of space and desks when you wfh. Two full bathrooms with showers and large upstairs hallway are separating the bedrooms.Ground floor perfect for socialising has:- Large, light spacious hallway which is big enough for storing bikes.- A very big, sunny comfortable duel aspect lounge with three sofas, coffee and side tables plus storage.- A very large all mod/cons kitchen/diner with french double doors and full width window framing the views of relaxing greenery and nature. The kitchen also has two-seater sofa, plenty of storage, glass dining table with 6 leather chairs. The French doors lead you onto an expansive landscaped garden which includes a pear tree.- Large downstairs cloakroom.New Double glazing throughout and new energy efficient central heating helps to keeps the bills down.",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969312.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139145.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969322.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969316.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969314.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139159.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98139150.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969320.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/96/97969338.jpg""]",,,,shared,Putney,35,None,24,12 months,,,,Available to all,,No,No,SW15Area,Flat share,Yes,"£1,000 pcm",double,,,,No,East Putney Station,5-10 minutes walk away,,,
17293036,,,No,14 Dec 2025,Yes,Yes,Yes,No,£500.00,,,,,,,,"Hello,*females preferred*This  spacious  double  bedroom  in  a  modern  apartment  is  perfect  for  a  friendly  female  and  social  professional  seeking  a  comfortable  and  cozy  home.Apartment  Features:A  very  clean  and  tidy  home  shared  with  just  1  other  professionalNo  smoking,  drugs  or  parties.   You  share  the  bathroom  with  1  other  person.Enjoy  all  the  perks  of  modern  city  living  with  easy  access  to  transport  links,  shops,  and  restaurants.  Move-in  ready  with  all  kitchen  and  communal  areas  fully  equipped.Room  Amenities:Comfortable  double  bed43-inch  smart  TV  (no  BBC,  can  be  used  for  Netflix,  YouTube,  monitor,  etc)Desk,  lamp,  office  chair,  bin,  laundry  basketAmple  storage:  large  wardrobe,  faux  storage  box,  side  tables  with  lampsCozy  single-seater  sofaBlack-out  blinds  &  curtains  for  restful  sleepKey  Features:*   10-minute  walk  to  Canary  Wharf  –  perfect  for  commuters*   Full  access  to  a  gym,  concierge  service  &  bike  storage*   A  shared  large  balcony  for  relaxation*   A  'FULLY  stocked  kitchen'  (table  &  chairs,  dishes,  cups,  mugs,  pots,  cutlery,  plastic  containers,  oven  dishes,  etc)  with  all  appliances:   hob,  oven,  microwave,  kettle,  airfryer,  washing  machine,  fridge/freezer*   Bills  ALL  included:   cleaning  of  communal  areas,  fast  internet,  council  tax,  water,  hot  water  &  heating,  cleaning  products,  toilet  &  kitchen  hand-paper  rolls*only  F2F  viewings*Thanks,Cristina",No,,Furnished,No,No,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925755.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925756.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925757.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925760.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91925761.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91929428.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/92/91929429.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/74/93749042.jpg""]","music, travelling, cooking, reading, socialising, walking, cinema, theatre, dancing, nature, meditation",Mixed,,No,Blackwall,60,None,30,1 month,,1,,Not suitable for students,,No,No,E14Area,Flat share,Yes,"£1,050 pcm",double,,,No,No,Canary Wharf Station,10-15 minutes walk away,2,,
