flatshare_id,available,bills_included,couples_ok,deposit,detail,furnishings,gender,living_room,location,minimum_term,occupation,num_flatmates,parking,pets_ok,postcode,property_type,rent,room_type,json_data,images
13924747,Now,No,No,£750.00,"I am looking for a flatmate to share a two bedroom two bathroom flat in south east London. A good sized double bedroom is available with exclusive use of the the main bathroom (other room has an en suite), and joint use of large lounge area that extends through to the kitchen.The flat is located on a hill with stunning views across central London (including the new years fireworks). There is a bus directly outside that runs between Lewisham and Brixton (P4) and it is just a 5 minute walk away from Honor Oak Park overground station (Zone 3) with direct links into London Bridge(30 mins), London Victoria, and Canada Water.The flat is very well located for easy walking access to East Dulwich, Peckham Rye Park, and Forrest Hill.Quiet residential area with lots of nearby green spaces and only a few minutes away from the Horniman Museum. Good supermarkets available within walking distance both in Honor Oak and Forrest Hill .Originally unfurnished, bedroom furnishings negotiable with existing tenant, shared spaces furnished.I am a 36 year old male professional working in the Civil Service. Non-smoking, enjoys baking and board games.Prospective tenant will need to go through standard checks with letting agent.Welcome any and all esquires, looking to find someone to move in ASAPPlease note the photos are of the previous tenants' furniture.",Unfurnished,No preference,shared,London SE23,12 months,Available to all,1.0,No,No,SE23Area,Flat share,£800 pcm,double En suite,"{""flatshare_id"": 13924747, ""available"": ""Now"", ""bills_included"": ""No"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3750.00"", ""detail"": ""I am looking for a flatmate to share a two bedroom two bathroom flat in south east London. A good sized double bedroom is available with exclusive use of the the main bathroom (other room has an en suite), and joint use of large lounge area that extends through to the kitchen.The flat is located on a hill with stunning views across central London (including the new years fireworks). There is a bus directly outside that runs between Lewisham and Brixton (P4) and it is just a 5 minute walk away from Honor Oak Park overground station (Zone 3) with direct links into London Bridge(30 mins), London Victoria, and Canada Water.The flat is very well located for easy walking access to East Dulwich, Peckham Rye Park, and Forrest Hill.Quiet residential area with lots of nearby green spaces and only a few minutes away from the Horniman Museum. Good supermarkets available within walking distance both in Honor Oak and Forrest Hill .Originally unfurnished, bedroom furnishings negotiable with existing tenant, shared spaces furnished.I am a 36 year old male professional working in the Civil Service. Non-smoking, enjoys baking and board games.Prospective tenant will need to go through standard checks with letting agent.Welcome any and all esquires, looking to find someone to move in ASAPPlease note the photos are of the previous tenants' furniture."", ""furnishings"": ""Unfurnished"", ""gender"": ""No preference"", ""living_room"": ""shared"", ""location"": ""London SE23"", ""minimum_term"": ""12 months"", ""occupation"": ""Available to all"", ""num_flatmates"": 1.0, ""parking"": ""No"", ""pets_ok"": ""No"", ""postcode"": ""SE23Area"", ""property_type"": ""Flat share"", ""rent"": ""\u00a3800 pcm"", ""room_type"": ""double En suite""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918198.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918201.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918207.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918210.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918213.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/67/91/67918216.jpg']"
18051468,Now,Yes,No,£500.00,"A fantastic double room, fully furnished, with all new furniture and which has just beeb repainted, is available now in a friendly flat-share near Barnes Station. Short term let's are considered.You would be sharing with long-term, professional flatmates and sharing the living room, kitchen and two bathroom units (separate toilet). The property is well maintained and has a nice, homely environment.Everything is exactly like the pictures, if not better, and you have convenient access to Barnes Station and local buses taking you towards Putney, Hammersmith, Sheen and beyond.All bills are included, with fast fibre optic wifi and also includes council tax too.",Furnished,"1 Female, 2 Males",shared,Roehampton,3 months,Available to all,3.0,Yes,No,SW15Area,Flat share,£690 pcm,double,"{""flatshare_id"": 18051468, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3500.00"", ""detail"": ""A fantastic double room, fully furnished, with all new furniture and which has just beeb repainted, is available now in a friendly flat-share near Barnes Station. Short term let's are considered.You would be sharing with long-term, professional flatmates and sharing the living room, kitchen and two bathroom units (separate toilet). The property is well maintained and has a nice, homely environment.Everything is exactly like the pictures, if not better, and you have convenient access to Barnes Station and local buses taking you towards Putney, Hammersmith, Sheen and beyond.All bills are included, with fast fibre optic wifi and also includes council tax too."", ""furnishings"": ""Furnished"", ""gender"": ""1 Female, 2 Males"", ""living_room"": ""shared"", ""location"": ""Roehampton"", ""minimum_term"": ""3 months"", ""occupation"": ""Available to all"", ""num_flatmates"": 3.0, ""parking"": ""Yes"", ""pets_ok"": ""No"", ""postcode"": ""SW15Area"", ""property_type"": ""Flat share"", ""rent"": ""\u00a3690 pcm"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145693.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145690.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145692.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145691.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145720.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145718.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/14/98145719.jpg']"
17570126,Now,Yes,No,,"😩Fed up with chaotic flatshares that don’t match your lifestyle?✨Professional household, weekly cleaner and all bills included for total ease.📍 TRANSPORT LINKS🚇 Tooting Broadway Station – 3-minute walk (Zone 3)➡️ Northern Line to Bank in ~25 minutes➡️ Direct links to London Bridge, Elephant & Castle, King’s Cross🚌 Bus routes: 57, 333, G1, 131, 127➡️ Direct to London Victoria, Clapham, Streatham, and more🛋 OUR HOUSEMATE BENEFITS✔️ All Bills Included✔️ Weekly Cleaning✔️ Fully Furnished Double Room✔️ Minimal Bathroom Sharing✔️ Communal Area + Garden✔️ Fibre Wi-Fi✔️ 24/7 Maintenance Portal✔️ Premium Housekeeping Option Available✔️ Dedicated Property Manager✔️ Free COHO Annual Membership🏡 ARE YOU OUR PERFECT HOUSEMATE ?This home is for driven professionals who know that a calm, focused environment fuels success. We’re building a long-term household of like-minded achievers — 12-month tenancies only.📲 WANT TO VIEW TODAY ?Message us “Selkirk” on WhatsApp now to book your viewing today.📌 TERMS & CONDITIONS12-month minimum tenancyReferences requiredMinimum salary: £35,000+No petsNo Couples Allowed",Furnished,,shared,Tooting Broadway,12 months,Not suitable for students,,Yes,No,SW17Area,House share,£925 pcm,single,"{""flatshare_id"": 17570126, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""No"", ""deposit"": NaN, ""detail"": ""\ud83d\ude29Fed up with chaotic flatshares that don\u2019t match your lifestyle?\u2728Professional household, weekly cleaner and all bills included for total ease.\ud83d\udccd TRANSPORT LINKS\ud83d\ude87 Tooting Broadway Station \u2013 3-minute walk (Zone 3)\u27a1\ufe0f Northern Line to Bank in ~25 minutes\u27a1\ufe0f Direct links to London Bridge, Elephant & Castle, King\u2019s Cross\ud83d\ude8c Bus routes: 57, 333, G1, 131, 127\u27a1\ufe0f Direct to London Victoria, Clapham, Streatham, and more\ud83d\udecb OUR HOUSEMATE BENEFITS\u2714\ufe0f All Bills Included\u2714\ufe0f Weekly Cleaning\u2714\ufe0f Fully Furnished Double Room\u2714\ufe0f Minimal Bathroom Sharing\u2714\ufe0f Communal Area + Garden\u2714\ufe0f Fibre Wi-Fi\u2714\ufe0f 24/7 Maintenance Portal\u2714\ufe0f Premium Housekeeping Option Available\u2714\ufe0f Dedicated Property Manager\u2714\ufe0f Free COHO Annual Membership\ud83c\udfe1 ARE YOU OUR PERFECT HOUSEMATE ?This home is for driven professionals who know that a calm, focused environment fuels success. We\u2019re building a long-term household of like-minded achievers \u2014 12-month tenancies only.\ud83d\udcf2 WANT TO VIEW TODAY ?Message us \u201cSelkirk\u201d on WhatsApp now to book your viewing today.\ud83d\udccc TERMS & CONDITIONS12-month minimum tenancyReferences requiredMinimum salary: \u00a335,000+No petsNo Couples Allowed"", ""furnishings"": ""Furnished"", ""gender"": NaN, ""living_room"": ""shared"", ""location"": ""Tooting Broadway"", ""minimum_term"": ""12 months"", ""occupation"": ""Not suitable for students"", ""num_flatmates"": NaN, ""parking"": ""Yes"", ""pets_ok"": ""No"", ""postcode"": ""SW17Area"", ""property_type"": ""House share"", ""rent"": ""\u00a3925 pcm"", ""room_type"": ""single""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/32/98322922.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/65/97656709.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385854.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385846.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/32/98322923.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/32/98322912.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/32/98322924.jpg']"
18075233,Now,Yes,Yes,,"3 large double rooms available now in the modern and dynamic area of Canary WharfExcellent location just 2 minutes walk from Limehouse Dlr Station! You can get to the city in less than 10 minutes.Easy and quick connection to central London!There are plenty of nearby amenities such as shops, supermarkets, cafes, gyms and restaurants!GET IN TOUCH FOR MORE PICTURES, VIDEOS AND INFOS ABOUT THE PROPERTY!Terms and conditions:Water, Wi-Fi and Council tax includedGas and Electricity not includedMaintenance includedComplimentary monthly cleaning service includedZERO deposit available subject to eligibilityWarm Regards,Francesco (English, Spanish, Italian and French speaker)",Furnished,"1 Female, 1 Male",shared,Canary Wharf,,Available to all,2.0,No,No,E14Area,Flat share,£190 pw,double,"{""flatshare_id"": 18075233, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""Yes"", ""deposit"": NaN, ""detail"": ""3 large double rooms available now in the modern and dynamic area of Canary WharfExcellent location just 2 minutes walk from Limehouse Dlr Station! You can get to the city in less than 10 minutes.Easy and quick connection to central London!There are plenty of nearby amenities such as shops, supermarkets, cafes, gyms and restaurants!GET IN TOUCH FOR MORE PICTURES, VIDEOS AND INFOS ABOUT THE PROPERTY!Terms and conditions:Water, Wi-Fi and Council tax includedGas and Electricity not includedMaintenance includedComplimentary monthly cleaning service includedZERO deposit available subject to eligibilityWarm Regards,Francesco (English, Spanish, Italian and French speaker)"", ""furnishings"": ""Furnished"", ""gender"": ""1 Female, 1 Male"", ""living_room"": ""shared"", ""location"": ""Canary Wharf"", ""minimum_term"": NaN, ""occupation"": ""Available to all"", ""num_flatmates"": 2.0, ""parking"": ""No"", ""pets_ok"": ""No"", ""postcode"": ""E14Area"", ""property_type"": ""Flat share"", ""rent"": ""\u00a3190 pw"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350417.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350418.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350455.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350416.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350428.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350440.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98350441.jpg']"
17685062,Now,Yes,Yes,,"We are excited to present three luxurious rooms available in a highly sought-after development along the picturesque bend of the River Thames. Located in one of Canary Wharf's premier riverside destinations on trendy Narrow Street, these rooms offer immediate access to the finest dining and entertainment options, including renowned establishments by Gordon Ramsay and Sir Ian McKellen.Nestled in the tranquil area of Limehouse, this location is perfect for commuters working in Canary Wharf and the City of London, with Limehouse DLR and West Ferry stations just a short distance away.**Available Rooms:**1. Beautiful Ensuite Room (available 30th Nov)Bathroom with a spacious layout and walk-in wardrobe, fully furnished with excellent additional storage.2. Large Double Room:- Perfect for single occupancy, boasting a cozy and comfortable bed for a restful night's sleep.Amenities Include:- Fully integrated kitchen with modern appliances- Free broadband- Parking available- Kingsize Room with TV- Washing machineLocation:- 0.1 miles to West Ferry- 0.3 miles to Limehouse- 0.3 miles to Canary WharfAll bills are included in the rent, making this an excellent opportunity for hassle-free living.Don’t miss out—contact us as soon as possible to secure your spot, as these rooms will go quickly!",Furnished,,No,Canary Wharf,2 months,Available to all,,Yes,No,E14Area,Flat share,"£1,195 pcm",double En suite,"{""flatshare_id"": 17685062, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""Yes"", ""deposit"": NaN, ""detail"": ""We are excited to present three luxurious rooms available in a highly sought-after development along the picturesque bend of the River Thames. Located in one of Canary Wharf's premier riverside destinations on trendy Narrow Street, these rooms offer immediate access to the finest dining and entertainment options, including renowned establishments by Gordon Ramsay and Sir Ian McKellen.Nestled in the tranquil area of Limehouse, this location is perfect for commuters working in Canary Wharf and the City of London, with Limehouse DLR and West Ferry stations just a short distance away.**Available Rooms:**1. Beautiful Ensuite Room (available 30th Nov)Bathroom with a spacious layout and walk-in wardrobe, fully furnished with excellent additional storage.2. Large Double Room:- Perfect for single occupancy, boasting a cozy and comfortable bed for a restful night's sleep.Amenities Include:- Fully integrated kitchen with modern appliances- Free broadband- Parking available- Kingsize Room with TV- Washing machineLocation:- 0.1 miles to West Ferry- 0.3 miles to Limehouse- 0.3 miles to Canary WharfAll bills are included in the rent, making this an excellent opportunity for hassle-free living.Don\u2019t miss out\u2014contact us as soon as possible to secure your spot, as these rooms will go quickly!"", ""furnishings"": ""Furnished"", ""gender"": NaN, ""living_room"": ""No"", ""location"": ""Canary Wharf"", ""minimum_term"": ""2 months"", ""occupation"": ""Available to all"", ""num_flatmates"": NaN, ""parking"": ""Yes"", ""pets_ok"": ""No"", ""postcode"": ""E14Area"", ""property_type"": ""Flat share"", ""rent"": ""\u00a31,195 pcm"", ""room_type"": ""double En suite""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074407.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074400.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074401.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074406.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074404.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074403.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074405.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/07/95074402.jpg']"
18070861,15 Dec 2025,Yes,No,£600.00,"Warehouse Mezzanine Room with Horizon views and yoga space up for sublet. Big shared living space, and large kitchen. Sharing with 11.6 December till the end of Jan.If Mezz not preferred can put the mattress in the yoga space.",Furnished,No preference,shared,London N15,2 months,Available to all,10.0,Yes,No,N15Area,Flat share,£200 pw,double,"{""flatshare_id"": 18070861, ""available"": ""15 Dec 2025"", ""bills_included"": ""Yes"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3600.00"", ""detail"": ""Warehouse Mezzanine Room with Horizon views and yoga space up for sublet. Big shared living space, and large kitchen. Sharing with 11.6 December till the end of Jan.If Mezz not preferred can put the mattress in the yoga space."", ""furnishings"": ""Furnished"", ""gender"": ""No preference"", ""living_room"": ""shared"", ""location"": ""London N15"", ""minimum_term"": ""2 months"", ""occupation"": ""Available to all"", ""num_flatmates"": 10.0, ""parking"": ""Yes"", ""pets_ok"": ""No"", ""postcode"": ""N15Area"", ""property_type"": ""Flat share"", ""rent"": ""\u00a3200 pw"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312869.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312866.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312867.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312868.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312870.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312871.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312873.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312894.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/31/98312893.jpg']"
9506830,Now,Yes,No,£250.00,"Ciao,Looking for a private and comfortable space to call home? We have a stunning, spacious double room available in a recently renovated house in Oval, ready for move-in now. This is a single-use double room with an additional small bedroom, perfect for a home office, extra storage, or a relaxing retreat — two rooms at the price of one! ☺️What’s Included:• A spacious double room plus an adjacent small bedroom, ideal for a home office, extra storage, or relaxation space. The second room comes furnished with a desk, sofa bed, and wardrobe.• Modern, open-plan kitchen with a dining table included.• Clean, well-maintained house with a walk-in shower, bidet, and all the essential amenities.• No separate living room, but there is a beautiful garden and a shed with a washing machine and tumble dryer for your convenience.• Bicycle storage available.Ideal Location:Located within walking distance to Oval Station and just a few minutes’ walk to the main bus stop, commuting is a breeze! Plus, the property is just a stone is throw from Bruges Park and Myatt’s Field Park, offering peaceful spots for nature walks, relaxing outdoor time, or weekend picnics.Living Arrangement:You’ll be sharing the house with another 2 professional people only, ensuring a quiet and comfortable environment. It’s a great spot for those who value peace, privacy, and a relaxed atmosphere.Ah, and in the house, there’s also Marcin – a lovely and friendly cat who adds a warm and cozy touch to the home. He’s calm, affectionate, and a great companion if you enjoy the occasional purring companyLooking For:A quiet, professional, and respectful individual who values peace and tranquility. No smoking, parties, or drugs. Maximum respect for the house and housemates is a must.This is a fantastic opportunity to live in a clean, comfortable, and peaceful home in a prime location. If you’re a responsible tenant looking for a perfect space to work, relax, and unwind, this could be the ideal place for you!Looking forward to meeting you soon!A presto!",Furnished,No preference,No,Oval,6 months,Available to all,,Yes,Yes,SW9Area,House share,"£1,175 pcm",double,"{""flatshare_id"": 9506830, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3250.00"", ""detail"": ""Ciao,Looking for a private and comfortable space to call home? We have a stunning, spacious double room available in a recently renovated house in Oval, ready for move-in now. This is a single-use double room with an additional small bedroom, perfect for a home office, extra storage, or a relaxing retreat \u2014 two rooms at the price of one! \u263a\ufe0fWhat\u2019s Included:\u2022 A spacious double room plus an adjacent small bedroom, ideal for a home office, extra storage, or relaxation space. The second room comes furnished with a desk, sofa bed, and wardrobe.\u2022 Modern, open-plan kitchen with a dining table included.\u2022 Clean, well-maintained house with a walk-in shower, bidet, and all the essential amenities.\u2022 No separate living room, but there is a beautiful garden and a shed with a washing machine and tumble dryer for your convenience.\u2022 Bicycle storage available.Ideal Location:Located within walking distance to Oval Station and just a few minutes\u2019 walk to the main bus stop, commuting is a breeze! Plus, the property is just a stone is throw from Bruges Park and Myatt\u2019s Field Park, offering peaceful spots for nature walks, relaxing outdoor time, or weekend picnics.Living Arrangement:You\u2019ll be sharing the house with another 2 professional people only, ensuring a quiet and comfortable environment. It\u2019s a great spot for those who value peace, privacy, and a relaxed atmosphere.Ah, and in the house, there\u2019s also Marcin \u2013 a lovely and friendly cat who adds a warm and cozy touch to the home. He\u2019s calm, affectionate, and a great companion if you enjoy the occasional purring companyLooking For:A quiet, professional, and respectful individual who values peace and tranquility. No smoking, parties, or drugs. Maximum respect for the house and housemates is a must.This is a fantastic opportunity to live in a clean, comfortable, and peaceful home in a prime location. If you\u2019re a responsible tenant looking for a perfect space to work, relax, and unwind, this could be the ideal place for you!Looking forward to meeting you soon!A presto!"", ""furnishings"": ""Furnished"", ""gender"": ""No preference"", ""living_room"": ""No"", ""location"": ""Oval"", ""minimum_term"": ""6 months"", ""occupation"": ""Available to all"", ""num_flatmates"": NaN, ""parking"": ""Yes"", ""pets_ok"": ""Yes"", ""postcode"": ""SW9Area"", ""property_type"": ""House share"", ""rent"": ""\u00a31,175 pcm"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/17/96178403.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/17/96178402.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/37/94379500.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/62/95621230.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/62/95621231.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/62/95621232.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/62/95621875.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98024357.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/17/96178936.jpg']"
5822626,Now,Yes,No,£500.00,"This is a great house in a good location with good transport links.  Opposite a large, green open space with open air gym.2 mins walk to East Acton central line tube - zone 2.20 minutes walk from Imperial RCA at White City or one stop on tube2.5 miles from Thames Valley, Ealing Campus3.4 miles from Imperial College4.4 miles from University of WestminsterClose to Westfields Shepherds Bush. Also close to Notting hill Gate, South Kensington.The roomsbuilt-in wardrobes desk chair double bed bedside cabinetBILLS ARE INCLUDEDAmenitiesWIFIwashing machine dryerdishwashersecure bike shedgarden back and front",Furnished,"1 Female, 1 Male",shared,London W12,1 month,Available to all,,No,No,W12Area,House share,"£1,000 pcm",double,"{""flatshare_id"": 5822626, ""available"": ""Now"", ""bills_included"": ""Yes"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3500.00"", ""detail"": ""This is a great house in a good location with good transport links.  Opposite a large, green open space with open air gym.2 mins walk to East Acton central line tube - zone 2.20 minutes walk from Imperial RCA at White City or one stop on tube2.5 miles from Thames Valley, Ealing Campus3.4 miles from Imperial College4.4 miles from University of WestminsterClose to Westfields Shepherds Bush. Also close to Notting hill Gate, South Kensington.The roomsbuilt-in wardrobes desk chair double bed bedside cabinetBILLS ARE INCLUDEDAmenitiesWIFIwashing machine dryerdishwashersecure bike shedgarden back and front"", ""furnishings"": ""Furnished"", ""gender"": ""1 Female, 1 Male"", ""living_room"": ""shared"", ""location"": ""London W12"", ""minimum_term"": ""1 month"", ""occupation"": ""Available to all"", ""num_flatmates"": NaN, ""parking"": ""No"", ""pets_ok"": ""No"", ""postcode"": ""W12Area"", ""property_type"": ""House share"", ""rent"": ""\u00a31,000 pcm"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765307.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137142.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765301.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137144.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765283.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/76/94765288.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/13/98137145.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/21/98218399.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/21/98218400.jpg']"
17923545,28 Dec 2025,No,No,£900.00,"Spacious double room available just steps from Hackney Central Station, perfectly located in the heart of Hackney. You’re surrounded by great cafes, shops, parks, and nightlife, with excellent transport links to central London.You’ll be sharing with 3 easy-going flatmates in a relaxed, respectful household. Ideal for someone friendly, clean, and looking for a comfortable spot in a vibrant area.Available ASAP for viewings.Utility bills are around 80-100£ per month.Look forward to meeting you :)",Furnished,No preference,shared,Hackney,3 months,Available to all,,No,No,E8Area,House share,£900 pcm,double,"{""flatshare_id"": 17923545, ""available"": ""28 Dec 2025"", ""bills_included"": ""No"", ""couples_ok"": ""No"", ""deposit"": ""\u00a3900.00"", ""detail"": ""Spacious double room available just steps from Hackney Central Station, perfectly located in the heart of Hackney. You\u2019re surrounded by great cafes, shops, parks, and nightlife, with excellent transport links to central London.You\u2019ll be sharing with 3 easy-going flatmates in a relaxed, respectful household. Ideal for someone friendly, clean, and looking for a comfortable spot in a vibrant area.Available ASAP for viewings.Utility bills are around 80-100\u00a3 per month.Look forward to meeting you :)"", ""furnishings"": ""Furnished"", ""gender"": ""No preference"", ""living_room"": ""shared"", ""location"": ""Hackney"", ""minimum_term"": ""3 months"", ""occupation"": ""Available to all"", ""num_flatmates"": NaN, ""parking"": ""No"", ""pets_ok"": ""No"", ""postcode"": ""E8Area"", ""property_type"": ""House share"", ""rent"": ""\u00a3900 pcm"", ""room_type"": ""double""}","['https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091493.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091488.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091489.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091492.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/36/98368551.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/36/98368552.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091485.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091486.jpg', 'https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97091487.jpg']"
